num_epochs,accuracy,file_name
15,0.9748,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=2_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.976,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=2_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=2_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9694,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=2_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9782,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=2_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
16,0.9798,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=2_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=2_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
14,0.972,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=2_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9658,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=2_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9782,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
41,0.9762,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
35,0.9682,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.923,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9822,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
24,0.979,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
26,0.9686,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
28,0.9698,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=5_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9846,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=7_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
26,0.9844,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=7_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
17,0.972,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=7_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
15,0.9684,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=7_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9854,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=9_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
22,0.9822,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
15,0.9646,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
16,0.9712,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9846,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
21,0.9856,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
19,0.9654,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9702,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.983,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
14,0.9822,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
15,0.9618,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
17,0.976,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9846,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
34,0.9806,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9778,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
16,0.9804,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9876,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
20,0.9868,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9778,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9784,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=5_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9892,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=7_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
24,0.9836,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=7_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9726,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=7_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9796,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=7_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9894,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=9_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
18,0.9894,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.982,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.98,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9896,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
14,0.984,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.97,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9812,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.99,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
15,0.9836,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9742,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.985,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.986,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=10_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=10_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9786,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=10_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
